"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
18,24,"Protective Service","White","Some college, no degree","Male",0,"Single",0,"No",0,1,16,"Nevada",22010,"Private employer","Part-time"
20,40,"Office And Administrative Support","White","Associate's degree","Female",0,"Divorced",0,"No",0,1,40,"Nevada",75280,"Private employer","Full-time"
13.5,15,NA,"White","High school or less","Female",0,"Single",NA,"No",NA,1,12,"Nevada",0,"Private employer","Part-time"
25,43,"Business Operations Specialists","White","Associate's degree","Female",0,"Married",0,"No",1,1,10,"Nevada",31000,"Private employer","Part-time"
40.36,35,"Community And Social Services","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,40,"Nevada",60001,"Private employer","Full-time"
20,64,"Transportation And Material Moving","Asian or Pacific Islander","Bachelor's degree","Male",0,"Married",0,"No",0,1,NA,"Nevada",62301,"Private employer","Part-time"
20,56,"Transportation And Material Moving","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,NA,"Nevada",62002,"Private employer","Part-time"
24,33,"Transportation And Material Moving","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,40,"Nevada",57066,"Private employer","Part-time"
22.4,38,"Transportation And Material Moving","Asian or Pacific Islander","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Nevada",53431,"Private employer","Part-time"
19.5,50,"Production","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Nevada",21000,"Private employer","Full-time"
18.5,60,"Education, Training, And Library","Asian or Pacific Islander","Some college, no degree","Male",0,"Married",0,"No",1,0,40,"Nevada",102600,"Private employer","Full-time"
27.75,57,"Legal","White","Some college, no degree","Female",0,"Married",0,"No",0,1,40,"Nevada",57720,"Private employer","Full-time"
25,42,NA,"Black","Graduate degree","Female",0,"Single",0,"No",NA,1,40,"Nevada",0,"Government employee","Full-time"
31,49,"Protective Service","White","Some college, no degree","Male",0,"Married",0,"Yes",1,1,40,"Nevada",270056,"Government employee","Full-time"
18,24,"Management, Business, Science, And Arts","White","Associate's degree","Male",0,"Single",0,"No",0,1,40,"Nevada",20662,"Private employer","Full-time"
16,20,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Nevada",21696,"Private employer","Part-time"
24,41,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,40,"Nevada",51010,"Private employer","Full-time"
18.9,59,"Management, Business, Science, And Arts","White","High school diploma or equivalent","Male",0,"Separated",0,"No",0,1,40,"Nevada",60375,"Private employer","Full-time"
13,23,"Transportation And Material Moving","White","Some college, no degree","Male",0,"Single",0,"No",0,1,40,"Nevada",20000,"Private employer","Full-time"
16,78,"Office And Administrative Support","White","High school or less","Male",1,"Single",0,"Yes",1,1,40,"Nevada",40000,"Government employee","Full-time"
12,28,"Food Preparation And Serving","White","Bachelor's degree","Female",1,"Single",0,"No",0,1,24,"Nevada",4040,"Private employer","Part-time"
20,30,"Business Operations Specialists","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Nevada",7500,"Private employer","Full-time"
28,30,"Building And Grounds Cleaning And Maintenance","Native American","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Nevada",12000,"Private employer","Full-time"
19,18,"Office And Administrative Support","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,40,"Nevada",42001,"Private employer","Full-time"
25,46,"Legal","White","Associate's degree","Male",1,"Married",1,"No",0,1,40,"Nevada",109500,"Private employer","Full-time"
10,21,"Building And Grounds Cleaning And Maintenance","White","Some college, no degree","Male",0,"Single",0,"No",1,1,16,"Nevada",30000,"Private employer",NA
16.5,52,NA,"White","Associate's degree","Female",0,"Married",0,"No",NA,0,40,"Nevada",0,"Private employer","Full-time"
15.5,22,NA,"White","Associate's degree","Male",1,"Single",0,"No",NA,0,40,"Nevada",15,"Private employer","Full-time"
15.15,21,"Office And Administrative Support","White","Some college, no degree","Female",1,"Single",0,"No",0,0,20,"Nevada",16030,"Private employer","Part-time"
15.15,21,"Office And Administrative Support","White","Some college, no degree","Female",0,"Single",0,"No",0,0,20,"Nevada",6510,"Private employer","Part-time"
9.5,37,"Building And Grounds Cleaning And Maintenance","White","High school or less","Female",1,"Single",0,"No",0,0,40,"Nevada",35000,"Private employer","Full-time"
17,37,"Food Preparation And Serving","White","High school diploma or equivalent","Male",1,"Single",0,"Yes",1,1,40,"Nevada",10000,"Private employer","Part-time"
20,76,"Construction","White","Some college, no degree","Male",0,"Divorced",1,"Yes",0,1,40,"Nevada",257973,"Government employee","Full-time"
20,77,"Office And Administrative Support","Asian or Pacific Islander","Bachelor's degree","Male",0,"Married",0,"Yes",1,1,40,"Nevada",46020,"Private employer","Full-time"
12.5,47,"Food Preparation And Serving","Asian or Pacific Islander","Associate's degree","Female",0,"Married",0,"No",0,1,40,"Nevada",23020,"Private employer","Full-time"
16.18,34,"Education, Training, And Library","White","Associate's degree","Female",1,"Married",0,"No",1,1,40,"Nevada",35001,"Government employee","Full-time"
17.75,40,"Management, Business, Science, And Arts","Two or More Races","Some college, no degree","Female",1,"Separated",0,"No",1,1,40,"Nevada",74522,"Private employer","Full-time"
15,59,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,30,"Nevada",7225,"Private employer","Part-time"
24,68,"Food Preparation And Serving","White","Bachelor's degree","Male",1,"Married",0,"No",1,1,20,"Nevada",44644,"Private employer","Part-time"
11,70,NA,"White","High school diploma or equivalent","Female",0,"Divorced",0,"No",NA,1,40,"Nevada",20983,"Private employer","Full-time"
40.36,54,"Community And Social Services","White","Graduate degree","Female",0,"Separated",0,"No",1,1,40,"Nevada",124500,"Private employer","Full-time"
32,55,"Office And Administrative Support","White","Some college, no degree","Male",0,"Divorced",0,"No",0,1,30,"Nevada",10000,"Private employer","Part-time"
16,66,"Production","White","High school diploma or equivalent","Female",1,"Widowed",0,"No",1,0,40,"Nevada",36000,"Private employer","Part-time"
10,62,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Separated",0,"No",0,1,48,"Nevada",19462,"Private employer","Full-time"
17.5,41,"Production","White","High school diploma or equivalent","Male",1,"Divorced",0,"No",1,1,50,"Nevada",50000,"Private employer","Full-time"
12,71,"Sales And Related","White","Some college, no degree","Female",0,"Married",1,"No",0,1,24,"Nevada",43002,"Private employer","Part-time"
15.5,36,"Office And Administrative Support","White","Associate's degree","Male",1,"Single",0,"No",0,1,39,"Nevada",21002,"Private employer","Full-time"
15,73,"Transportation And Material Moving","White","High school or less","Male",1,"Married",0,"Yes",0,1,40,"Nevada",38398,"Private employer","Full-time"
16,63,"Building And Grounds Cleaning And Maintenance","White","High school or less","Female",1,"Married",0,"No",1,0,40,"Nevada",23000,"Private employer","Full-time"
9.5,65,"Building And Grounds Cleaning And Maintenance","Asian or Pacific Islander","Some college, no degree","Male",0,"Divorced",0,"No",1,1,24,"Nevada",30782,"Private employer","Part-time"
19.88,52,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,50,"Nevada",60017,"Private employer","Full-time"
16,37,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Female",1,"Separated",0,"No",0,0,20,"Nevada",21600,"Private employer","Part-time"
10,44,"Office And Administrative Support","White","Some college, no degree","Female",0,"Separated",0,"No",0,1,30,"Nevada",20400,"Private employer","Part-time"
10,16,"Office And Administrative Support","Native American","High school or less","Female",0,"Single",NA,"No",0,1,25,"Nevada",10000,"Private employer","Part-time"
75,45,"Management, Business, Science, And Arts","White","Bachelor's degree","Male",0,"Divorced",0,"No",1,0,40,"Nevada",116321,"Private employer","Full-time"
17.6,49,"Food Preparation And Serving","White","High school or less","Female",1,"Married",0,"No",0,1,40,"Nevada",42000,"Private employer","Full-time"
14.25,47,"Management, Business, Science, And Arts","Black","High school or less","Female",0,"Single",0,"No",0,1,40,"Nevada",72540,"Private employer","Full-time"
15.5,20,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Nevada",32624,"Private employer","Full-time"
10,47,"Office And Administrative Support","White","High school diploma or equivalent","Female",1,"Separated",0,"No",0,1,40,"Nevada",65002,"Private employer","Full-time"
14,69,"Sales And Related","White","Bachelor's degree","Male",0,"Married",1,"No",0,1,30,"Nevada",107545,"Private employer","Part-time"
18,28,"Construction","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Nevada",110200,"Private employer","Full-time"
30.5,65,"Education, Training, And Library","Black","Graduate degree","Female",0,"Single",0,"Yes",1,1,45,"Nevada",78000,"Government employee","Full-time"
15.25,21,"Architecture And Engineering","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,40,"Nevada",28000,"Private employer","Full-time"
18,46,"Healthcare Support","Black","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"Nevada",51000,"Private employer","Full-time"
18.5,56,"Office And Administrative Support","Black","Some college, no degree","Male",1,"Married",0,"No",1,1,40,"Nevada",30000,"Private employer","Full-time"
14,22,"Computer And Mathematical","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Nevada",30000,"Private employer","Full-time"
19.25,37,"Office And Administrative Support","Black","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"Nevada",72321,"Private employer","Full-time"
12,67,"Building And Grounds Cleaning And Maintenance","White","Some college, no degree","Female",1,"Divorced",0,"Yes",1,1,40,"Nevada",45582,"Private employer","Full-time"
21,74,"Office And Administrative Support","White","Some college, no degree","Female",0,"Divorced",0,"No",0,1,36,"Nevada",95701,"Private employer","Full-time"
17,36,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",0,1,40,"Nevada",22000,"Private employer","Full-time"
17,31,"Food Preparation And Serving","White","Some college, no degree","Male",0,"Single",0,"Yes",1,1,40,"Nevada",53641,"Private employer","Full-time"
10,26,"Food Preparation And Serving","White","Bachelor's degree","Male",0,"Single",1,"No",1,1,30,"Nevada",24500,"Private employer","Part-time"
10,28,"Food Preparation And Serving","White","Some college, no degree","Female",1,"Single",0,"No",0,1,30,"Nevada",50630,"Private employer","Part-time"
14,33,"Sales And Related","White","Associate's degree","Female",0,"Single",0,"Yes",1,1,34,"Nevada",26400,"Private employer","Part-time"
15.7,48,"Transportation And Material Moving","Native American","Bachelor's degree","Female",0,"Married",0,"No",0,0,40,"Nevada",71000,"Private employer","Full-time"
16,40,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Nevada",35000,"Private employer","Full-time"
31,30,"Business Operations Specialists","White","Some college, no degree","Female",0,"Married",0,"No",0,1,40,"Nevada",40011,"Private employer","Part-time"
25.25,40,"Food Preparation And Serving","Native American","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,55,"Nevada",45400,"Private employer","Full-time"
41,63,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",0,1,38,"Nevada",180000,"Government employee","Full-time"
15.5,68,"Construction","White","Associate's degree","Male",0,"Divorced",0,"No",0,1,NA,"New Hampshire",37480,"Government employee","Part-time"
20,72,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",0,1,5,"New Hampshire",32419,"Government employee","Part-time"
30,62,"Installation, Maintenance, And Repair","White","Associate's degree","Male",0,"Married",1,"No",0,1,40,"New Hampshire",64620,"Private employer","Full-time"
17,24,"Office And Administrative Support","White","Some college, no degree","Male",0,"Single",0,"No",0,1,20,"New Hampshire",26000,"Private employer",NA
17.6,31,"Office And Administrative Support","White","Graduate degree","Male",0,"Married",0,"No",0,1,40,"New Hampshire",37500,"Private employer","Full-time"
3.27,41,"Food Preparation And Serving","White","High school or less","Female",0,"Married",0,"No",0,1,10,"New Hampshire",15518,"Private employer","Part-time"
9.35,42,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"New Hampshire",46401,"Private employer","Full-time"
43,37,"Education, Training, And Library","White","Bachelor's degree","Male",0,"Divorced",0,"No",1,1,40,"New Hampshire",72443,"Private employer","Full-time"
23,74,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"New Hampshire",40110,"Private employer","Full-time"
15.14,79,"Office And Administrative Support","White","Associate's degree","Female",0,"Married",1,"Yes",0,1,30,"New Hampshire",20723,"Private employer","Part-time"
18.27,55,"Healthcare Support","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",0,1,38,"New Hampshire",39031,"Private employer","Full-time"
18.85,64,"Sales And Related","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,40,"New Hampshire",46724,"Private employer","Full-time"
32.5,55,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,50,"New Hampshire",85005,"Private employer","Full-time"
34.5,39,"Computer And Mathematical","White","Graduate degree","Male",0,"Married",0,"Yes",1,1,38,"New Hampshire",78500,"Government employee","Full-time"
39,35,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,36,"New Hampshire",100115,"Private employer","Full-time"
22.88,34,"Transportation And Material Moving","White","Associate's degree","Male",0,"Divorced",0,"Yes",1,1,45,"New Hampshire",50212,"Private employer","Full-time"
25,60,"Business Operations Specialists","White","Bachelor's degree","Female",0,"Married",0,"Yes",1,1,38,"New Hampshire",95234,"Government employee","Full-time"
38.46,67,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Married",0,"No",1,1,40,"New Hampshire",160002,"Private employer","Full-time"
28,61,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Married",0,"No",1,1,45,"New Hampshire",42000,"Private employer","Full-time"
9.75,19,NA,"White","Some college, no degree","Male",0,"Single",0,"No",NA,1,40,"New Hampshire",2,"Private employer","Part-time"
13,66,"Sales And Related","White","High school diploma or equivalent","Female",0,"Widowed",0,"No",0,1,14,"New Hampshire",15829,"Private employer","Part-time"
28.95,39,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,38,"New Hampshire",48016,"Government employee","Full-time"
12,76,"Education, Training, And Library","White","Bachelor's degree","Female",0,"Widowed",0,"No",1,1,4,"New Hampshire",32198,"Government employee","Part-time"
11,38,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,28,"New Hampshire",21924,"Private employer","Part-time"
3.07,15,"Transportation And Material Moving","White","High school or less","Female",0,"Separated",NA,"No",0,1,5,"New Hampshire",240,"Private employer","Part-time"
14.47,43,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,37,"New Hampshire",17000,"Government employee","Part-time"
27,46,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"New Hampshire",57000,"Private employer","Full-time"
33,60,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,55,"New Hampshire",92054,"Private employer","Full-time"
15,55,"Production","White","High school or less","Female",0,"Married",0,"No",1,1,40,"New Hampshire",25000,"Private employer","Full-time"
23,75,"Office And Administrative Support","White","Associate's degree","Male",0,"Married",0,"No",0,1,NA,"New Hampshire",46584,"Private employer",NA
54,29,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Married",0,"No",0,1,40,"New Hampshire",78200,"Private employer","Full-time"
25,17,"Farming, Fishing, And Forestry","White","High school or less","Female",0,"Single",0,"No",0,1,3,"New Hampshire",816,"Private employer","Part-time"
17.45,60,"Production","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"New Hampshire",52724,"Private employer","Full-time"
16,63,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,20,"New Hampshire",48088,"Private employer","Part-time"
25,73,"Healthcare Practitioners And Technical","White","Some college, no degree","Female",0,"Married",0,"No",1,1,25,"New Hampshire",63326,"Private employer","Part-time"
17.25,52,"Protective Service","White","High school diploma or equivalent","Male",0,"Single",1,"No",0,1,40,"New Hampshire",37900,"Private employer","Full-time"
16,52,"Food Preparation And Serving","White","Associate's degree","Female",0,"Married",0,"No",1,1,20,"New Hampshire",12000,"Private employer","Part-time"
20.85,54,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"New Hampshire",98068,"Private employer","Full-time"
13,20,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",0,1,5,"New Hampshire",28000,"Private employer",NA
8.5,16,"Food Preparation And Serving","White","High school or less","Female",0,"Single",NA,"No",1,1,15,"New Hampshire",6003,"Private employer","Part-time"
20,42,"Office And Administrative Support","White","Some college, no degree","Female",0,"Divorced",0,"No",1,1,40,"New Hampshire",40015,"Private employer","Full-time"
17.75,37,"Building And Grounds Cleaning And Maintenance","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"New Hampshire",16280,"Private employer","Full-time"
26,44,"Office And Administrative Support","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"New Hampshire",30000,"Private employer","Full-time"
25,41,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,40,"New Hampshire",10120,"Private employer","Full-time"
20,57,"Construction","White","High school or less","Male",0,"Divorced",0,"No",0,1,NA,"New Hampshire",25000,"Private employer","Part-time"
43,45,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Married",0,"Yes",1,1,44,"New Hampshire",88005,"Government employee","Full-time"
26.74,30,"Production","White","Some college, no degree","Male",0,"Married",0,"No",1,1,50,"New Hampshire",28000,"Government employee","Full-time"
12.05,23,"Sales And Related","Asian or Pacific Islander","Bachelor's degree","Male",0,"Single",0,"No",1,1,18,"New Hampshire",48515,"Private employer","Part-time"
12,19,"Healthcare Support","Asian or Pacific Islander","Some college, no degree","Female",0,"Single",0,"No",0,1,7,"New Hampshire",31200,"Private employer","Part-time"
30,36,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",0,1,40,"New Hampshire",84695,"Government employee","Full-time"
18,34,"Production","Two or More Races","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"New Hampshire",65000,"Private employer","Full-time"
12,34,"Production","White","High school diploma or equivalent","Male",0,"Divorced",1,"No",1,1,40,"New Hampshire",35000,"Private employer","Full-time"
7.25,33,"Personal Care And Service","White","Some college, no degree","Female",0,"Divorced",0,"No",0,1,45,"New Hampshire",30000,"Private employer","Full-time"
40,58,"Management, Business, Science, And Arts","White","Graduate degree","Male",0,"Divorced",0,"Yes",1,1,45,"New Hampshire",223035,"Government employee","Full-time"
26,31,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"New Hampshire",50026,"Private employer","Full-time"
22,65,"Production","Asian or Pacific Islander","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"New Hampshire",40101,"Private employer","Part-time"
18,38,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Associate's degree","Male",0,"Single",0,"No",0,1,48,"New Hampshire",4801,"Private employer","Full-time"
30,34,"Sales And Related","Asian or Pacific Islander","Graduate degree","Male",0,"Single",0,"No",0,0,56,"New Hampshire",29407,"Private employer","Full-time"
35.95,55,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,47,"New Hampshire",97098,"Private employer","Full-time"
19,58,"Construction","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,40,"New Hampshire",45001,"Private employer","Full-time"
29,58,"Management, Business, Science, And Arts","White","Associate's degree","Female",0,"Married",0,"No",1,1,37,"New Hampshire",58850,"Private employer","Part-time"
55,54,"Installation, Maintenance, And Repair","White","Bachelor's degree","Male",0,"Married",0,"Yes",0,1,40,"New Hampshire",126000,"Private employer","Full-time"
12,29,"Food Preparation And Serving","White","Some college, no degree","Female",0,"Divorced",0,"No",0,1,23,"New Hampshire",130000,"Private employer","Part-time"
44.05,65,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Divorced",0,"No",0,1,36,"New Hampshire",64320,"Private employer","Part-time"
19,59,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"New Hampshire",60000,"Private employer","Full-time"
20.85,40,"Construction","White","High school diploma or equivalent","Male",1,"Married",0,"Yes",1,1,40,"New Hampshire",54331,"Government employee","Full-time"
16,41,"Business Operations Specialists","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"New Hampshire",50013,"Private employer","Full-time"
15,19,"Food Preparation And Serving","White","High school or less","Male",1,"Single",0,"No",0,1,40,"New Hampshire",7000,"Private employer","Part-time"
20,50,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,40,"New Hampshire",45501,"Private employer","Full-time"
18,29,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,30,"New Hampshire",19836,"Private employer","Part-time"
17.38,31,"Healthcare Support","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,36,"New Hampshire",35002,"Private employer","Full-time"
33,30,"Installation, Maintenance, And Repair","White","Associate's degree","Male",0,"Single",0,"Yes",1,1,NA,"New Hampshire",92230,"Private employer","Full-time"
31.5,48,"Technicians","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,40,"New Hampshire",117052,"Private employer","Full-time"
29.84,47,"Financial Specialists","White","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"New Hampshire",74537,"Private employer","Full-time"
11.5,19,"Office And Administrative Support","White","Some college, no degree","Male",0,"Single",0,"No",1,1,8,"New Hampshire",17720,"Private employer","Part-time"
45,56,"Computer And Mathematical","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"New Hampshire",195000,"Private employer","Full-time"
16.26,60,"Production","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",1,1,40,"New Hampshire",46076,"Private employer","Full-time"
22,36,"Construction","White","Some college, no degree","Male",1,"Divorced",0,"Yes",1,1,40,"New Hampshire",31500,"Private employer","Full-time"
17.5,19,"Sales And Related","White","Associate's degree","Female",1,"Single",0,"No",0,1,40,"New Hampshire",21528,"Private employer","Full-time"
26,68,"Construction","White","Some college, no degree","Male",0,"Widowed",1,"No",0,1,50,"New Hampshire",68641,"Private employer","Full-time"
21.5,39,"Production","White","High school diploma or equivalent","Male",0,"Divorced",0,"Yes",1,1,55,"New Hampshire",74400,"Private employer","Full-time"
16.5,24,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,35,"New Hampshire",5000,"Private employer","Full-time"
48,46,NA,"White","Bachelor's degree","Male",0,"Divorced",0,"No",NA,1,40,"New Hampshire",1,"Private employer","Full-time"
32,47,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"New Hampshire",65000,"Government employee","Full-time"
16,44,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"New Hampshire",26280,"Private employer","Full-time"
28,40,"Community And Social Services","White","Graduate degree","Female",0,"Married",0,"No",0,1,40,"New Hampshire",72006,"Private employer","Full-time"
27,53,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",1,"No",1,1,40,"New Hampshire",207002,"Private employer","Full-time"
28,49,NA,"White","Associate's degree","Female",0,"Married",0,"No",NA,1,40,"New Hampshire",0,"Private employer","Full-time"
29.15,50,"Healthcare Practitioners And Technical","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",1,1,40,"New Jersey",70765,"Private employer","Full-time"
17,49,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,19,"New Jersey",33001,"Private employer","Part-time"
29.15,50,"Computer And Mathematical","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"New Jersey",49356,"Private employer","Full-time"
35.95,56,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,42,"New Jersey",31264,"Private employer","Part-time"
16,64,"Food Preparation And Serving","White","High school or less","Female",1,"Widowed",0,"Yes",1,0,46,"New Jersey",30022,"Private employer","Full-time"
19,50,"Sales And Related","White","High school or less","Male",1,"Single",0,"No",0,0,40,"New Jersey",40000,"Private employer","Full-time"
18,54,"Protective Service","Black","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"New Jersey",90113,"Private employer","Full-time"
12.5,62,"Building And Grounds Cleaning And Maintenance","White","High school or less","Female",1,"Single",0,"Yes",1,0,32,"New Jersey",16380,"Private employer","Part-time"
28,30,"Computer And Mathematical","White","Some college, no degree","Male",0,"Married",0,"No",1,1,40,"New Jersey",43520,"Private employer","Full-time"
37,39,NA,"Black","Associate's degree","Female",1,"Single",0,"Yes",NA,1,25,"New Jersey",39413,"Private employer","Part-time"
18.85,61,"Sales And Related","White","Bachelor's degree","Male",0,"Divorced",0,"No",1,1,40,"New Jersey",32005,"Private employer","Full-time"
26.44,58,"Office And Administrative Support","White","Associate's degree","Male",1,"Married",0,"Yes",0,1,40,"New Jersey",41002,"Government employee","Full-time"
12,19,"Personal Care And Service","White","Some college, no degree","Female",0,"Single",0,"No",0,1,16,"New Jersey",2900,"Private employer","Part-time"
28,41,"Management, Business, Science, And Arts","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,38,"New Jersey",19500,"Private employer","Full-time"
24,47,"Sales And Related","White","High school or less","Male",0,"Married",0,"Yes",1,1,40,"New Jersey",24000,"Government employee","Full-time"
20,63,"Installation, Maintenance, And Repair","Black","High school diploma or equivalent","Male",0,"Separated",0,"No",0,0,40,"New Jersey",24020,"Private employer","Part-time"
16,59,"Protective Service","Black","High school diploma or equivalent","Male",0,"Single",1,"Yes",1,1,40,"New Jersey",80000,"Government employee","Full-time"
22,53,"Construction","White","Associate's degree","Male",1,"Married",0,"No",0,0,40,"New Jersey",45760,"Private employer","Full-time"
17,49,"Business Operations Specialists","White","Associate's degree","Female",1,"Married",0,"No",0,1,20,"New Jersey",10000,"Private employer","Part-time"
17,27,"Food Preparation And Serving","Asian or Pacific Islander","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"New Jersey",35000,"Private employer","Full-time"
20,22,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"New Jersey",10515,"Private employer","Full-time"
18,25,"Sales And Related","Asian or Pacific Islander","Bachelor's degree","Male",0,"Single",0,"No",0,1,40,"New Jersey",67500,"Private employer","Full-time"
14,60,"Protective Service","Asian or Pacific Islander","Bachelor's degree","Male",0,"Married",0,"No",0,1,31,"New Jersey",21176,"Government employee","Part-time"
38.27,32,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,56,"New Jersey",54240,"Private employer","Full-time"
15.5,62,"Transportation And Material Moving","White","High school or less","Male",1,"Single",0,"No",0,1,26,"New Jersey",21000,"Government employee","Part-time"
17,55,"Healthcare Support","White","High school or less","Female",1,"Married",0,"No",1,0,25,"New Jersey",10000,"Private employer","Part-time"
15,24,NA,"White","High school diploma or equivalent","Male",1,"Single",0,"No",NA,0,25,"New Jersey",15000,"Private employer","Part-time"
24,28,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,0,40,"New Jersey",64166,"Private employer","Full-time"
18.3,20,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,36,"New Jersey",34201,"Private employer","Full-time"
18,32,"Production","White","High school diploma or equivalent","Female",1,"Divorced",0,"No",0,0,40,"New Jersey",32000,"Private employer","Full-time"
20,42,"Construction","White","High school diploma or equivalent","Male",1,"Divorced",0,"No",0,0,40,"New Jersey",25000,"Private employer","Full-time"
15,21,NA,"Asian or Pacific Islander","Some college, no degree","Female",0,"Single",0,"No",NA,1,10,"New Jersey",1,"Private employer","Part-time"
